,INDUSTRY_GICS,MKT,BACKDOOR,IPO_DATE,IPO_PRICE,IPO_AMOUNT,IPO_EXPENSE,IPO_LEADUNDR,IPO_TYPE,ipotime,iporeturn,ipoturn
603023.SH,可选消费,主板,否,2015,13.25,20000000,48330000,民生证券股份有限公司,"网下询价,上网定价",16,135.7966457,0.006035
603025.SH,工业,主板,否,2015,11.17,51000000,51411000,中信建投证券股份有限公司,"网下询价,上网定价",19,98.88059701,0.774465978
603026.SH,材料,主板,否,2015,6.51,50680000,38326145.69,招商证券股份有限公司,"网下询价,上网定价",18,135.8591249,0.004478591
603027.SH,日常消费,主板,否,2016,9.19,40000000,28765900,招商证券股份有限公司,"网下询价,上网定价",19,120.7860922,1.802179456
603028.SH,材料,主板,否,2016,4.26,55200000,43457200,广发证券股份有限公司,"网下询价,上网定价",20,136.0522023,0.018612228
603029.SH,工业,主板,否,2016,8.93,23340000,36442200,中德证券有限责任公司,"网下询价,上网定价",20,135.9253499,0.216226608
603030.SH,工业,主板,否,2015,9.85,40000000,33757500,国信证券股份有限公司,"网下询价,上网定价",17,135.9661495,1.358558536
603031.SH,日常消费,主板,否,2016,11.71,20000000,30489000,华林证券股份有限公司,上网定价,14,136.0023725,0.01359805
603032.SH,工业,主板,否,2017,5.81,33340000,33005600,长江证券承销保荐有限公司,"网下询价,上网定价",21,135.7228196,0.120126516
603033.SH,材料,主板,否,2016,17.55,22700000,34985000,招商证券股份有限公司,"网下询价,上网定价",22,135.8527899,0.705758631
603035.SH,可选消费,主板,否,2017,10.44,70000000,63490300,中国国际金融股份有限公司,"网下询价,上网定价",21,63.60612109,2.914558411
603036.SH,能源,主板,否,2016,6.84,50840000,44254000,广发证券股份有限公司,"网下询价,上网定价",21,135.8375635,0.010159599
603037.SH,可选消费,主板,否,2017,16.01,20000000,36192419.98,东北证券股份有限公司,上网定价,32,122.7765727,1.533421516
603038.SH,工业,主板,否,2017,23.26,16700000,41242000,东莞证券股份有限公司,上网定价,17,76.3511496,1.889597416
603039.SH,信息技术,主板,否,2017,14.9,16670000,38760000,海通证券股份有限公司,上网定价,15,135.83411,0.02234835
603040.SH,可选消费,主板,否,2017,16.44,15000000,36100000,国信证券股份有限公司,上网定价,21,135.7414449,0.077681199
603041.SH,材料,主板,否,2017,12.92,25000000,53526500,广发证券股份有限公司,"网下询价,上网定价",20,103.172043,0.699024618
603042.SH,信息技术,主板,否,2017,11.26,34000000,42667200,广发证券股份有限公司,"网下询价,上网定价",22,97.71745836,1.527010322
603043.SH,日常消费,主板,否,2017,13.18,50000000,44270000,广发证券股份有限公司,"网下询价,上网定价",20,28.81981033,2.30700016
603050.SH,工业,主板,否,2017,10.29,33340000,25611781,东吴证券股份有限公司,"网下询价,上网定价",23,135.8299595,0.025770487
603055.SH,材料,主板,否,2017,9.21,67600000,67596000,中信证券股份有限公司,"网下询价,上网定价",20,84.6907994,1.669097662
603056.SH,工业,主板,否,2018,4.84,100000000,65396400,中信证券股份有限公司,"网下询价,上网定价",21,136.0114778,0.02161259
603058.SH,工业,主板,否,2016,4.76,42160000,29680600,英大证券有限责任公司,"网下询价,上网定价",21,135.620438,0.016769426
603059.SH,日常消费,主板,否,2018,24.07,20000000,36372000,广发证券股份有限公司,上网定价,23,39.00750144,2.971513271
603060.SH,工业,主板,否,2016,10.04,55000000,44451000,安信证券股份有限公司,"网下询价,上网定价",20,135.8921162,0.006860964
603063.SH,工业,主板,否,2017,13.36,60000000,42972700,华泰联合证券有限责任公司,"网下询价,上网定价",18,12.99376299,1.502984643
603066.SH,工业,主板,否,2015,12.43,25000000,42623100,华泰联合证券有限责任公司,"网下询价,上网定价",17,135.8100559,0.312147498
603067.SH,材料,主板,否,2016,6.13,55000000,35273800,长江证券承销保荐有限公司,"网下询价,上网定价",20,135.6738392,0.015988437
603069.SH,工业,主板,否,2016,3.82,79000000,28892600,金元证券股份有限公司,"网下询价,上网定价",21,136.1818182,0.009501114
603076.SH,工业,主板,否,2017,19.71,18650000,37132000,中信建投证券股份有限公司,上网定价,14,47.00493305,2.106171131
603077.SH,材料,主板,否,2012,17.5,100000000,57118307.59,华西证券股份有限公司,"网下询价,上网定价",22,-6.171428571,19.818983
603078.SH,材料,主板,否,2017,24.18,15000000,32341100,华泰联合证券有限责任公司,上网定价,18,79.26479035,1.609507084
603079.SH,医疗保健,主板,否,2017,15.09,20000000,45725500,中信建投证券股份有限公司,上网定价,14,135.7570179,0.215092704
603080.SH,公用事业,主板,否,2018,13.6,35500000,50536000,西部证券股份有限公司,"网下询价,上网定价",22,135.8529111,0.079059176
603081.SH,工业,主板,否,2017,10.42,51800000,65240500,国泰君安证券股份有限公司,"网下询价,上网定价",23,103.9333333,1.927127004
603083.SH,信息技术,主板,否,2017,15.05,24467889,39936329.45,华泰联合证券有限责任公司,"网下询价,上网定价",18,135.7175819,0.578793705
603085.SH,工业,主板,否,2015,7.27,25000000,31148200,东方花旗证券有限公司,"网下询价,上网定价",20,135.9121299,0.945899308
603086.SH,材料,主板,否,2017,17.64,20000000,55190000,长城证券股份有限公司,上网定价,15,70.90551181,1.55282414
603088.SH,工业,主板,否,2014,8.57,20000000,34763037.72,海通证券股份有限公司,"网下询价,上网定价",26,135.8995138,0.031776249
603089.SH,可选消费,主板,否,2017,11.63,26670000,47605700,广发证券股份有限公司,"网下询价,上网定价",20,135.880597,0.020694003
603090.SH,工业,主板,否,2016,8.47,25000000,30719500,安信证券股份有限公司,"网下询价,上网定价",23,135.9016393,0.00716852
603096.SH,可选消费,主板,否,2017,21.55,33360000,54993500,东方花旗证券有限公司,"网下询价,上网定价",19,88.43055108,1.675043344
603098.SH,工业,主板,否,2016,9.18,62510000,62700000,兴业证券股份有限公司,"网下询价,上网定价",23,83.35854766,1.101138115
603099.SH,可选消费,主板,否,2014,4.54,66670000,32984700,安信证券股份有限公司,"网下询价,上网定价",38,135.6269113,0.599852681
603100.SH,工业,主板,否,2014,6.72,100000000,45462163.93,广发证券股份有限公司,"网下询价,上网定价",21,43.90495868,1.515967727
603101.SH,可选消费,主板,否,2016,8.81,60000000,49300700,中国银河证券股份有限公司,"网下询价,上网定价",21,86.20961387,1.304545283
603103.SH,可选消费,主板,否,2017,15.45,53000000,46948300,中银国际证券股份有限公司,"网下询价,上网定价",29,94.42696629,1.824862838
603106.SH,信息技术,主板,否,2017,10.75,70000000,51361300,中信证券股份有限公司,"网下询价,上网定价",20,135.7881137,1.310729265
603108.SH,医疗保健,主板,否,2015,17,23600000,40144224.12,国金证券股份有限公司,"网下询价,上网定价",16,135.7843137,0.005699153
603110.SH,材料,主板,否,2017,13.04,25666700,47335900,海通证券股份有限公司,"网下询价,上网定价",25,103.3013845,1.617168188
603111.SH,工业,主板,否,2014,6.89,72300000,48605400,国泰君安证券股份有限公司,"网下询价,上网定价",17,72.27822581,1.702774644
603113.SH,能源,主板,否,2017,13.37,77300000,57431000,国泰君安证券股份有限公司,"网下询价,上网定价",22,31.74025974,1.366723061
603116.SH,可选消费,主板,否,2015,17.7,58800000,66934500,国泰君安证券股份有限公司,"网下询价,上网定价",19,45.07650059,2.085268974
603117.SH,工业,主板,否,2015,5.93,60000000,46224500,安信证券股份有限公司,"网下询价,上网定价",19,92.97423888,0.781885743
603118.SH,信息技术,主板,否,2015,11.95,75000000,50008000,国信证券股份有限公司,"网下询价,上网定价",23,52.46949448,1.619674444
603123.SH,可选消费,主板,否,2012,9,77000000,55554200,中信建投证券股份有限公司,"网下询价,上网定价",23,56.44444444,85.77290584
603126.SH,工业,主板,否,2014,3.46,80000000,25600000,光大证券股份有限公司,"网下询价,上网定价",16,135.7429719,1.390511394
603127.SH,医疗保健,主板,否,2017,12.51,20500000,34525500,德邦证券股份有限公司,"网下询价,上网定价",18,135.813437,0.022101853
603128.SH,工业,主板,否,2012,6.66,100000000,56179184.43,中银国际证券股份有限公司,"网下询价,上网定价",21,20.87087087,83.903388
603129.SH,可选消费,主板,否,2017,13.63,33333400,46490566,德邦证券股份有限公司,"网下询价,上网定价",18,135.8125318,0.206070513
603131.SH,工业,主板,否,2016,10.09,25000000,37270000,广发证券股份有限公司,"网下询价,上网定价",20,135.7192017,0.00674824
603133.SH,信息技术,主板,否,2017,7.87,52000000,59240000,中信证券股份有限公司,"网下询价,上网定价",20,135.9223301,0.009691981
603136.SH,可选消费,主板,否,2017,19.68,20000000,34097100,海通证券股份有限公司,上网定价,14,95.20112915,2.244842291
603138.SH,信息技术,主板,否,2017,9.99,20500000,38264000,国海证券股份有限公司,"网下询价,上网定价",21,135.9277276,0.004122732
603139.SH,医疗保健,主板,否,2017,14.57,24970000,46332900,国金证券股份有限公司,"网下询价,上网定价",25,80.98188751,1.196311712
603156.SH,日常消费,主板,否,2018,78.73,53805000,123654500,国信证券股份有限公司,"网下询价,上网定价",21,-28.64955456,2.263516188
603157.SH,可选消费,主板,否,2017,8.41,54770000,55361400,中信证券股份有限公司,"网下询价,上网定价",20,135.8381503,1.048707604
603158.SH,可选消费,主板,否,2015,14.53,26670000,50053100,民生证券股份有限公司,"网下询价,上网定价",17,63.81453155,2.235713959
603159.SH,工业,主板,否,2016,6.88,25000000,42844000,东方花旗证券有限公司,"网下询价,上网定价",18,135.9233098,0.00391124
603160.SH,信息技术,主板,否,2016,19.42,45000000,72510000,中国国际金融股份有限公司,"网下询价,上网定价",27,135.7653791,0.010255733
603161.SH,可选消费,主板,否,2018,16.75,33400000,42977700,东北证券股份有限公司,"网下询价,上网定价",39,30.2238806,1.897511721
603165.SH,材料,主板,否,2017,10.44,31680000,35939200,华福证券有限责任公司,"网下询价,上网定价",22,133.5329341,1.373594403
603166.SH,可选消费,主板,否,2014,5.8,43500000,37450700,中国银河证券股份有限公司,"网下询价,上网定价",42,135.9281437,0.570201635
603167.SH,工业,主板,否,2012,11,101000000,46788307.45,瑞信方正证券有限责任公司,"网下询价,上网定价",27,6.909090909,70.27078515
603168.SH,医疗保健,主板,否,2014,21.85,16350000,50505550,华龙证券股份有限公司,"网下询价,上网定价",21,135.8868404,0.978362024
603169.SH,工业,主板,否,2014,1.68,100000000,38390000,华龙证券股份有限公司,"网下询价,上网定价",23,135.5371901,0.037184402
603177.SH,工业,主板,否,2017,3.6,50500000,37000000,民生证券股份有限公司,"网下询价,上网定价",28,136.1003861,0.007623703
603178.SH,可选消费,主板,否,2017,7.53,50000000,35467100,国信证券股份有限公司,"网下询价,上网定价",42,135.701107,0.671282172
603179.SH,可选消费,主板,否,2017,14.01,39850000,58631500,中信建投证券股份有限公司,"网下询价,上网定价",18,135.7957362,1.033201098
603180.SH,可选消费,主板,否,2017,27.85,17000000,48102700,兴业证券股份有限公司,上网定价,15,94.41396509,2.348730564
603181.SH,材料,主板,否,2017,10.36,50000000,44982100,国信证券股份有限公司,"网下询价,上网定价",24,135.8579088,1.04964149
603183.SH,工业,主板,否,2017,13.56,22000000,38396226,东吴证券股份有限公司,"网下询价,上网定价",21,135.8422939,0.06073891
603186.SH,信息技术,主板,否,2017,5.37,32350000,40458350,国金证券股份有限公司,"网下询价,上网定价",20,135.9637775,0.020046214
603188.SH,材料,主板,否,2014,20.49,72000000,120835000,华泰联合证券有限责任公司,"网下询价,上网定价",20,36.05557438,1.894126177
603189.SH,信息技术,主板,否,2016,7.26,55200000,23398376,兴业证券股份有限公司,"网下询价,上网定价",20,135.8851675,0.010246776
603196.SH,可选消费,主板,否,2017,7.08,60000000,43596900,海通证券股份有限公司,"网下询价,上网定价",23,104.1176471,1.554421902
603197.SH,可选消费,主板,否,2017,22.87,29280000,58410400,第一创业证券承销保荐有限责任公司,"网下询价,上网定价",17,42.36258731,1.948563695
603198.SH,日常消费,主板,否,2015,11.8,80000000,60996200,国融证券股份有限公司,"网下询价,上网定价",17,135.8446145,0.362029552
603199.SH,可选消费,主板,否,2015,12.08,27680000,29471224,国元证券股份有限公司,"网下询价,上网定价",23,135.8045977,1.011355519
603200.SH,工业,主板,否,2017,17.35,18430000,37701900,国泰君安证券股份有限公司,上网定价,16,89.99199359,1.80394125
603203.SH,工业,主板,否,2016,16.5,23000000,29440000,中银国际证券股份有限公司,"网下询价,上网定价",21,135.8164983,0.008974131
603208.SH,可选消费,主板,否,2017,24.83,20210000,55289800,广发证券股份有限公司,"网下询价,上网定价",25,87.13646532,2.229986668
603214.SH,可选消费,主板,否,2018,19.95,25000000,87228200,安信证券股份有限公司,"网下询价,上网定价",17,129.7250261,1.34705162
603218.SH,工业,主板,否,2016,23.9,41000000,82970000,国信证券股份有限公司,"网下询价,上网定价",20,17.43172574,1.771513462
603222.SH,医疗保健,主板,否,2015,7.36,40000000,43274600,安信证券股份有限公司,"网下询价,上网定价",15,101.4150943,1.083027363
603223.SH,工业,主板,否,2015,8.31,30000000,38014800,国信证券股份有限公司,"网下询价,上网定价",20,92.98245614,1.497864842
603225.SH,材料,主板,否,2017,26.68,77300000,92364000,申万宏源证券承销保荐有限责任公司,"网下询价,上网定价",22,16.55387819,1.92499125
603226.SH,材料,主板,否,2017,17.56,21670000,37073400,中信证券股份有限公司,"网下询价,上网定价",22,29.81415579,1.760002732
603227.SH,材料,主板,否,2015,4.98,82350000,40875370.72,东方花旗证券有限公司,"网下询价,上网定价",21,136.1227336,0.00368793
603228.SH,信息技术,主板,否,2017,23.16,48000000,59711900,民生证券股份有限公司,"网下询价,上网定价",21,31.39430285,2.425621271
603229.SH,医疗保健,主板,否,2017,7.81,40000000,46406000,国金证券股份有限公司,"网下询价,上网定价",22,92.97777778,0.796806157
603232.SH,信息技术,主板,否,2017,18.1,15250000,63253300,国融证券股份有限公司,上网定价,14,135.8787414,0.615921378
603233.SH,日常消费,主板,否,2017,24.72,40010000,38387200,中信建投证券股份有限公司,"网下询价,上网定价",20,1.994382022,1.573836088
603238.SH,可选消费,主板,否,2017,13.31,30000000,47899000,国金证券股份有限公司,"网下询价,上网定价",27,135.8894105,0.076147631
603239.SH,可选消费,主板,否,2016,21.84,22560000,46322400,广发证券股份有限公司,"网下询价,上网定价",37,57.10651828,1.726484537
603258.SH,信息技术,主板,否,2016,15.62,60000000,64663800,国金证券股份有限公司,"网下询价,上网定价",26,135.7047577,0.006053117
603260.SH,材料,主板,否,2017,19.52,70000000,92084400,中信证券股份有限公司,"网下询价,上网定价",20,135.8235503,0.038492844
603266.SH,可选消费,主板,否,2017,14.63,25000000,47820000,瑞银证券有限责任公司,"网下询价,上网定价",22,79.54437589,1.836001754
603268.SH,可选消费,主板,否,2015,11.66,22000000,38725300,广发证券股份有限公司,"网下询价,上网定价",16,74.38951757,1.956696272
603269.SH,工业,主板,否,2017,8.76,22870000,33377900,民生证券股份有限公司,"网下询价,上网定价",22,136.0031721,0.275115639
603277.SH,工业,主板,否,2017,12.37,66000000,71761000,国信证券股份有限公司,"网下询价,上网定价",21,71.42055025,2.403692722
603278.SH,材料,主板,否,2017,15.31,52000000,125883000,国金证券股份有限公司,"网下询价,上网定价",21,19.90929705,1.709739804
603283.SH,工业,主板,否,2017,6.9,40000000,29442300,华泰联合证券有限责任公司,"网下询价,上网定价",20,135.6136821,0.026735175
603286.SH,可选消费,主板,否,2017,7.93,22019000,33077500,中信证券股份有限公司,"网下询价,上网定价",43,135.8143608,0.67174077
603288.SH,日常消费,主板,否,2014,51.25,74850000,83958900,中信证券股份有限公司,"网下询价,上网定价",27,9.396175275,1.604603171
603289.SH,工业,主板,否,2017,7.83,51000000,44759900,爱建证券有限责任公司,"网下询价,上网定价",21,135.9042553,0.697264135
603298.SH,工业,主板,否,2016,12.67,86660000,63387850,国信证券股份有限公司,"网下询价,上网定价",22,40.24122807,1.72336781
603299.SH,材料,主板,否,2015,3.69,90000000,44200100,西南证券股份有限公司,"网下询价,上网定价",15,135.9698682,0.020420222
603300.SH,工业,主板,否,2015,8.22,50670000,34755700,国信证券股份有限公司,"网下询价,上网定价",18,135.8108108,0.003815867
603301.SH,医疗保健,主板,否,2018,19.82,25000000,61216600,中信证券股份有限公司,"网下询价,上网定价",22,135.8093903,0.092348605
603303.SH,可选消费,主板,否,2017,18.63,60000000,76200000,浙商证券股份有限公司,"网下询价,上网定价",20,50.39135296,1.098867416
603305.SH,可选消费,主板,否,2017,11.26,41600000,41720000,华林证券股份有限公司,"网下询价,上网定价",21,135.7186922,0.443740517
603306.SH,可选消费,主板,否,2014,12.08,35000000,22399670.26,国金证券股份有限公司,"网下询价,上网定价",37,61.6091954,1.527491331
603308.SH,工业,主板,否,2014,8.28,80010000,84053500,国元证券股份有限公司,"网下询价,上网定价",19,8.018018018,3.439886808
603309.SH,医疗保健,主板,否,2015,15.4,25000000,37860000,中泰证券股份有限公司,"网下询价,上网定价",28,93.59783589,1.970551372
603311.SH,可选消费,主板,否,2015,5.39,52500000,35567200,西南证券股份有限公司,"网下询价,上网定价",21,135.8247423,0.002630476
603313.SH,可选消费,主板,否,2016,15.41,60000000,57981200,广发证券股份有限公司,"网下询价,上网定价",29,86.11987382,2.140296459
603315.SH,工业,主板,否,2015,10.77,25000000,29376400,国信证券股份有限公司,"网下询价,上网定价",21,99.8065764,1.301241994
603316.SH,工业,主板,否,2017,6.82,50820000,39896800,申万宏源证券承销保荐有限责任公司,"网下询价,上网定价",42,116.496945,1.851930499
603318.SH,工业,主板,否,2015,6.52,30100000,41138600,广发证券股份有限公司,"网下询价,上网定价",21,135.7827476,0.044012096
603319.SH,可选消费,主板,否,2016,10.46,20230000,32520000,万联证券股份有限公司,"网下询价,上网定价",41,135.9893758,0.008799703
603320.SH,工业,主板,否,2017,9.93,25000000,37454400,东方花旗证券有限公司,"网下询价,上网定价",21,135.6643357,0.672208369
603321.SH,工业,主板,否,2017,6.07,77000000,45526700,申万宏源证券承销保荐有限责任公司,"网下询价,上网定价",18,135.6979405,0.614237905
603322.SH,信息技术,主板,否,2016,11.99,20000000,30578700,恒泰长财证券有限责任公司,上网定价,14,135.8425014,0.0057744
603323.SH,金融,主板,否,2016,6.83,111500000,45073400,华泰联合证券有限责任公司,"网下询价,上网定价",42,69.81707317,2.027448416
603326.SH,可选消费,主板,否,2017,9.87,40000000,28734900,招商证券股份有限公司,"网下询价,上网定价",37,78.95847994,2.634627342
603328.SH,信息技术,主板,否,2014,15.31,90000000,70327400,招商证券股份有限公司,"网下询价,上网定价",21,24.62585034,2.535676956
603329.SH,工业,主板,否,2017,10.54,33000000,42812300,海通证券股份有限公司,"网下询价,上网定价",17,109.6179183,1.441135764
603330.SH,材料,主板,否,2017,18.19,15000000,46310800,中信证券股份有限公司,上网定价,21,135.8915617,0.027794266
603331.SH,工业,主板,否,2017,9.63,31813300,46638900,中泰证券股份有限公司,"网下询价,上网定价",20,53.35255948,1.357190609
603333.SH,工业,主板,否,2012,9.3,86670000,44103110,国元证券股份有限公司,"网下询价,上网定价",20,25.48387097,84.7916794
603335.SH,可选消费,主板,否,2017,3.62,63340000,29153100,东北证券股份有限公司,"网下询价,上网定价",19,135.5086372,0.022680281
603336.SH,日常消费,主板,否,2016,9.31,33350000,38391000,申万宏源证券承销保荐有限责任公司,"网下询价,上网定价",24,135.8687547,0.011775172
603337.SH,工业,主板,否,2017,17.72,51670000,52523724.02,中信建投证券股份有限公司,"网下询价,上网定价",21,38.91065831,2.336174726
603338.SH,工业,主板,否,2015,29.56,16250000,40475700,中国中投证券有限责任公司,"网下询价,上网定价",21,58.28047921,1.743667722
603339.SH,工业,主板,否,2016,10.19,51700000,61783000,广发证券股份有限公司,"网下询价,上网定价",22,135.8554874,0.037504915
603345.SH,日常消费,主板,否,2017,11.12,54010000,60745000,民生证券股份有限公司,"网下询价,上网定价",29,135.7901312,0.017263414
603355.SH,可选消费,主板,否,2015,19.08,41000000,30275726.06,华林证券股份有限公司,"网下询价,上网定价",19,135.8442504,0.010211684
603356.SH,工业,主板,否,2018,10.21,33340000,27888200,中国中投证券有限责任公司,"网下询价,上网定价",21,57.89115646,1.298243761
603357.SH,工业,主板,否,2017,10.44,81200000,50807100.98,国元证券股份有限公司,"网下询价,上网定价",20,33.00066534,1.873386383
603358.SH,可选消费,主板,否,2017,31.18,40000000,97230000,中泰证券股份有限公司,"网下询价,上网定价",20,39.93318486,2.469656944
603359.SH,工业,主板,否,2017,18.18,56900000,97429100,瑞信方正证券有限责任公司,"网下询价,上网定价",39,95.56913675,1.371447921
603360.SH,材料,主板,否,2017,9.24,33340000,49080000,申万宏源证券承销保荐有限责任公司,"网下询价,上网定价",28,135.687453,0.639165282
603363.SH,日常消费,主板,否,2017,4.79,60000000,57235000,国泰君安证券股份有限公司,"网下询价,上网定价",21,135.942029,0.020715799
603365.SH,可选消费,主板,否,2017,16,66670000,118777700,中信建投证券股份有限公司,"网下询价,上网定价",20,9.461805556,1.619660735
603366.SH,可选消费,主板,否,2012,21.5,100000000,122422352,广发证券股份有限公司,"网下询价,上网定价",27,-6.697674419,30.547885
603367.SH,医疗保健,主板,否,2017,11.66,100000000,55653163,中泰证券股份有限公司,"网下询价,上网定价",18,78.79690292,1.426181436
603368.SH,医疗保健,主板,否,2014,26.22,28125000,58611300,国都证券股份有限公司,"网下询价,上网定价",20,38.77118644,1.412109852
603369.SH,日常消费,主板,否,2014,16.93,51800000,59233400,国泰君安证券股份有限公司,"网下询价,上网定价",22,15.54552912,2.358612776
603377.SH,可选消费,主板,否,2016,16.4,50000000,40414900,国信证券股份有限公司,"网下询价,上网定价",16,135.7324301,1.62793076
603378.SH,材料,主板,否,2017,12.94,49000000,53060000,海通证券股份有限公司,"网下询价,上网定价",17,98.01395598,1.663169146
603380.SH,信息技术,主板,否,2017,10.68,40000000,27459400,东吴证券股份有限公司,"网下询价,上网定价",21,93.04291287,2.655872583
603383.SH,信息技术,主板,否,2017,19.05,21050000,38568100,东方花旗证券有限公司,"网下询价,上网定价",20,93.25555961,2.279327631
603385.SH,工业,主板,否,2017,13.27,71040000,117277900,平安证券股份有限公司,"网下询价,上网定价",23,64.52119309,0.97790879
603386.SH,信息技术,主板,否,2017,6.23,50500000,31724300,民生证券股份有限公司,"网下询价,上网定价",21,136.2318841,0.030867603
603387.SH,医疗保健,主板,否,2017,22.25,33000000,65040000,国金证券股份有限公司,"网下询价,上网定价",21,51.56054931,2.164403439
603388.SH,工业,主板,否,2017,12.1,25000000,35350000,海通证券股份有限公司,"网下询价,上网定价",39,135.9357061,0.440484434
603389.SH,可选消费,主板,否,2016,7.79,54749500,42544902.35,中泰证券股份有限公司,"网下询价,上网定价",20,130.0356506,1.067164183
603393.SH,公用事业,主板,否,2016,26.66,40000000,43956900,西部证券股份有限公司,"网下询价,上网定价",20,51.10705913,1.213556767
603396.SH,工业,主板,否,2017,19.47,18890000,39033100,中泰证券股份有限公司,上网定价,21,90.58487874,1.288985729
603398.SH,可选消费,主板,否,2015,13.97,24000000,32973954.74,国金证券股份有限公司,"网下询价,上网定价",16,135.7355865,0.016166667
603399.SH,材料,主板,否,2012,7.8,63360000,23152400,安信证券股份有限公司,"网下询价,上网定价",24,85.12820513,86.15570865
603416.SH,工业,主板,否,2016,17.85,25100000,43035000,国信证券股份有限公司,"网下询价,上网定价",22,124.6303502,1.07148838
603421.SH,信息技术,主板,否,2016,14.02,43400000,51371600,中国国际金融股份有限公司,"网下询价,上网定价",29,106.3397722,0.912439466
603429.SH,工业,主板,否,2017,15,17000000,27116700,国海证券股份有限公司,上网定价,14,135.8333333,0.038554706
603444.SH,信息技术,主板,否,2017,54,17800000,61484400,华融证券股份有限公司,上网定价,15,135.8024691,0.074497864
603456.SH,医疗保健,主板,否,2014,15.43,51960000,49076895.15,招商证券股份有限公司,"网下询价,上网定价",24,49.7749775,1.774241805
603458.SH,工业,主板,否,2017,29.36,31037867,68846109,广发证券股份有限公司,"网下询价,上网定价",20,19.06338694,2.781960249
603466.SH,可选消费,主板,否,2017,16.56,36000000,45606300,海通证券股份有限公司,"网下询价,上网定价",25,135.8490566,0.038635332
603477.SH,可选消费,主板,否,2017,5.58,60000000,30395300,华西证券股份有限公司,"网下询价,上网定价",20,135.5721393,0.789017618
603488.SH,工业,主板,否,2017,7.67,52000000,38596448.65,兴业证券股份有限公司,"网下询价,上网定价",22,135.8695652,0.704015136
603496.SH,信息技术,主板,否,2017,14.14,25000000,36600000,招商证券股份有限公司,"网下询价,上网定价",22,89.58742633,1.385560155
603499.SH,材料,主板,否,2017,9.24,25000000,28598200,国金证券股份有限公司,"网下询价,上网定价",28,135.687453,0.075888
603500.SH,工业,主板,否,2017,13.17,31500000,43436981.2,中信建投证券股份有限公司,"网下询价,上网定价",20,136.0232068,0.403077155
603501.SH,信息技术,主板,否,2017,7.02,41600000,50685000,国信证券股份有限公司,"网下询价,上网定价",22,135.8061325,0.021138173
603505.SH,材料,主板,否,2017,3.74,60000000,43364300,中信证券股份有限公司,"网下询价,上网定价",21,135.9925788,0.011192517
603506.SH,房地产,主板,否,2018,16.25,19841270,34937706.02,长江证券承销保荐有限公司,上网定价,30,30.72649573,2.005771637
603507.SH,工业,主板,否,2017,26.25,31407900,89771172,广发证券股份有限公司,"网下询价,上网定价",20,36.66666667,1.597228646
603508.SH,信息技术,主板,否,2015,33.56,40000000,68126000,中信建投证券股份有限公司,"网下询价,上网定价",20,135.7955721,0.018927541
603515.SH,可选消费,主板,否,2016,14.94,58000000,55844100,中信证券股份有限公司,"网下询价,上网定价",21,135.7508136,1.473372817
603516.SH,信息技术,主板,否,2018,19.64,23386700,42289100,招商证券股份有限公司,"网下询价,上网定价",18,56.18811881,1.951777339
603517.SH,日常消费,主板,否,2017,16.09,50000000,63910000,海通证券股份有限公司,"网下询价,上网定价",18,135.7358653,0.627213836
603518.SH,可选消费,主板,否,2014,20.02,36995000,81356900,中信建投证券股份有限公司,"网下询价,上网定价",19,30.31564343,1.362597942
603519.SH,可选消费,主板,否,2015,13.69,20000000,52253600,华泰联合证券有限责任公司,"网下询价,上网定价",16,63.5210553,1.448465466
603520.SH,医疗保健,主板,否,2016,12.15,30000000,35089000,东方花旗证券有限公司,"网下询价,上网定价",20,135.8285714,0.960428298
603527.SH,材料,主板,否,2017,13.27,31100000,48817000,国元证券股份有限公司,"网下询价,上网定价",22,135.7927786,1.625527978
603528.SH,信息技术,主板,否,2016,9.45,51680000,68585000,华泰联合证券有限责任公司,"网下询价,上网定价",20,135.7825129,0.01666126
603533.SH,可选消费,主板,否,2017,4.05,41000000,32720800,华泰联合证券有限责任公司,"网下询价,上网定价",22,135.8490566,0.005249951
603535.SH,工业,主板,否,2017,15.17,37600000,45438046,广发证券股份有限公司,"网下询价,上网定价",20,38.14102564,2.329299688
603536.SH,日常消费,主板,否,2017,7.63,30000000,45759700,民生证券股份有限公司,"网下询价,上网定价",22,130.4822566,1.266055465
603538.SH,医疗保健,主板,否,2017,14.03,30000000,39450000,浙商证券股份有限公司,"网下询价,上网定价",22,83.71287129,1.474228978
603555.SH,可选消费,主板,否,2014,10.6,89000000,61501400,瑞银证券有限责任公司,"网下询价,上网定价",17,-14.87549148,3.332602024
603556.SH,工业,主板,否,2016,23.63,93340000,87777459.89,中国国际金融股份有限公司,"网下询价,上网定价",20,90.5377608,1.425356507
603557.SH,可选消费,主板,否,2017,7.73,47000000,42914263,广发证券股份有限公司,"网下询价,上网定价",18,135.7592093,0.066724703
603558.SH,可选消费,主板,否,2015,19.25,20000000,39501100,国信证券股份有限公司,"网下询价,上网定价",21,27.27272727,2.077810526
603559.SH,信息技术,主板,否,2016,10.34,22000000,37367000,金元证券股份有限公司,"网下询价,上网定价",22,135.7958361,0.004966773
603566.SH,医疗保健,主板,否,2015,15.52,40000000,60915300,平安证券股份有限公司,"网下询价,上网定价",24,135.8836689,0.006317925
603567.SH,医疗保健,主板,否,2015,23.6,64580000,96695700,招商证券股份有限公司,"网下询价,上网定价",21,56.15067687,1.122701406
