,INDUSTRY_GICS,MKT,BACKDOOR,IPO_DATE,IPO_PRICE,IPO_AMOUNT,IPO_EXPENSE,IPO_PUBOFFRDATE,IPO_LEADUNDR,IPO_TYPE,IPO_NPCTCHANGE,IPO_PCTCHANGE,IPO_TURN,IPO_NTURN
002459.SZ,工业,中小企业板,否,2010/8/10 0:00,22.46,43000000,64877000,2010/7/20 0:00,海通证券股份有限公司,"网下询价,上网定价",-16.38356164,62.5111309,88.80261628,3.047290325
002460.SZ,材料,中小企业板,否,2010/8/10 0:00,20.7,25000000,38753504.7,2010/7/20 0:00,兴业证券股份有限公司,"网下询价,上网定价",14.25675676,185.9903382,85.262725,4.85801363
002461.SZ,日常消费,中小企业板,否,2010/8/18 0:00,5.8,70000000,27886867.32,2010/7/27 0:00,广州证券股份有限公司,"网下询价,上网定价",26.24378109,177.2413793,91.068975,4.834710598
002462.SZ,医疗保健,中小企业板,否,2010/8/18 0:00,12,40000000,44986000,2010/7/27 0:00,华泰联合证券有限责任公司,"网下询价,上网定价",34.24917101,75.91666667,77.71990625,4.331987381
002463.SZ,信息技术,中小企业板,否,2010/8/18 0:00,16,80000000,51964800,2010/7/27 0:00,东莞证券股份有限公司,"网下询价,上网定价",-3.165182987,26.375,75.98877656,2.579942465
002464.SZ,信息技术,中小企业板,否,2010/8/31 0:00,15.5,35000000,40624480,2010/8/10 0:00,华泰联合证券有限责任公司,"网下询价,上网定价",5.279503106,107.7419355,86.400925,4.649876118
002465.SZ,信息技术,中小企业板,否,2010/8/31 0:00,38,85000000,86856321.51,2010/8/10 0:00,中国银河证券股份有限公司,"网下询价,上网定价",-9.072701782,31.39473684,79.52545735,2.768304586
002466.SZ,材料,中小企业板,否,2010/8/31 0:00,30,24500000,57433252.8,2010/8/10 0:00,国金证券股份有限公司,"网下询价,上网定价",-5.599036725,176.8333333,86.30961224,3.709862947
002467.SZ,电信服务,中小企业板,否,2010/9/8 0:00,26,30000000,30490100,2010/8/17 0:00,国信证券股份有限公司,"网下询价,上网定价",-19.86020728,59.57692308,78.968125,3.087910414
002468.SZ,工业,中小企业板,是,2010/9/8 0:00,12.5,40000000,26458270.86,2010/8/17 0:00,中国中投证券有限责任公司,"网下询价,上网定价",-32.90353391,235.04,91.722525,3.569054604
002469.SZ,工业,中小企业板,否,2010/9/8 0:00,33.93,16600000,39912656.73,2010/8/17 0:00,华泰联合证券有限责任公司,"网下询价,上网定价",-27.53267974,80.37135279,83.31924699,2.531207085
002470.SZ,材料,中小企业板,否,2010/9/8 0:00,15,100000000,96858800,2010/8/17 0:00,平安证券股份有限公司,"网下询价,上网定价",-29.10071942,85.33333333,85.33182,2.69415307
002471.SZ,工业,中小企业板,否,2010/9/10 0:00,14.8,40000000,29845103.04,2010/8/20 0:00,东北证券股份有限公司,"网下询价,上网定价",-32.98780488,121.6216216,84.02107813,2.647090435
002472.SZ,工业,中小企业板,否,2010/9/10 0:00,28,30000000,67220016.89,2010/8/20 0:00,中国中投证券有限责任公司,"网下询价,上网定价",-17.94359316,60.82142857,74.10095417,2.537133217
002473.SZ,可选消费,中小企业板,否,2010/9/10 0:00,16,20000000,39159813,2010/8/20 0:00,平安证券股份有限公司,"网下询价,上网定价",-36.98750274,185.0625,84.89630625,2.898219347
002474.SZ,信息技术,中小企业板,否,2010/9/15 0:00,37,26000000,56336800,2010/8/24 0:00,国金证券股份有限公司,"网下询价,上网定价",-10.59858399,25.97297297,73.67660577,2.023734808
002475.SZ,信息技术,中小企业板,否,2010/9/15 0:00,28.8,43800000,63192993,2010/8/24 0:00,中信证券股份有限公司,"网下询价,上网定价",-4.651162791,38.85416667,88.59424372,3.113725662
002476.SZ,材料,中小企业板,否,2010/9/15 0:00,23,30000000,40604860,2010/8/24 0:00,中国中投证券有限责任公司,"网下询价,上网定价",-12.42236025,33,73.8219125,2.659188509
002477.SZ,日常消费,中小企业板,否,2010/9/15 0:00,35,33500000,86271500,2010/8/24 0:00,东吴证券股份有限公司,"网下询价,上网定价",-8.827586207,65.71428571,86.11491791,3.194099903
002478.SZ,材料,中小企业板,否,2010/9/21 0:00,16.78,69500000,61799400,2010/8/31 0:00,中国中投证券有限责任公司,"网下询价,上网定价",-5.233539674,5.89988081,62.10535432,1.931728482
002479.SZ,公用事业,中小企业板,否,2010/9/21 0:00,25.8,54000000,55488100,2010/8/31 0:00,太平洋证券股份有限公司,"网下询价,上网定价",-6.319971109,7.325581395,60.19659722,1.927218556
002480.SZ,工业,中小企业板,否,2010/9/21 0:00,38,35000000,52030330,2010/8/31 0:00,广发证券股份有限公司,"网下询价,上网定价",21.70834255,18.92105263,82.27189286,2.55522275
002481.SZ,日常消费,中小企业板,否,2010/9/21 0:00,39.8,15000000,44207300,2010/8/31 0:00,国都证券股份有限公司,"网下询价,上网定价",-9.477628389,13.99497487,71.2583,2.44498682
002482.SZ,工业,中小企业板,否,2010/9/29 0:00,51.98,40000000,83320800,2010/9/7 0:00,上海华信证券有限责任公司,"网下询价,上网定价",24.02997502,15.525202,80.66575625,2.590037823
002483.SZ,工业,中小企业板,否,2010/9/29 0:00,29,50000000,62719800,2010/9/7 0:00,西南证券股份有限公司,"网下询价,上网定价",3.167259786,-3.103448276,34.17714,1.283444762
002484.SZ,信息技术,中小企业板,否,2010/9/29 0:00,20.5,40000000,41791500,2010/9/7 0:00,信达证券股份有限公司,"网下询价,上网定价",7.503126303,17.02439024,76.17928438,3.929759264
002485.SZ,可选消费,中小企业板,否,2010/10/15 0:00,26.6,50000000,60506000,2010/9/14 0:00,光大证券股份有限公司,"网下询价,上网定价",-0.888888889,1.503759398,64.0636325,2.164934158
002486.SZ,可选消费,中小企业板,否,2010/10/15 0:00,10.9,52000000,33785000,2010/9/14 0:00,上海华信证券有限责任公司,"网下询价,上网定价",-2.062541583,37.88990826,79.26578846,2.83292222
002487.SZ,工业,中小企业板,否,2010/10/15 0:00,38.6,30000000,67729185.41,2010/9/14 0:00,平安证券股份有限公司,"网下询价,上网定价",-10.98739496,23.31606218,80.39237083,2.559721947
002488.SZ,可选消费,中小企业板,否,2010/10/21 0:00,22,30000000,54726300,2010/9/21 0:00,海通证券股份有限公司,"网下询价,上网定价",12.24409449,15.45454545,67.9589375,3.197542906
002489.SZ,可选消费,中小企业板,否,2010/10/21 0:00,38,60000000,115784500,2010/9/21 0:00,招商证券股份有限公司,"网下询价,上网定价",-3.515332835,5.552631579,66.14852917,2.573431492
002490.SZ,能源,中小企业板,否,2010/10/21 0:00,18,70000000,63261700,2010/9/21 0:00,招商证券股份有限公司,"网下询价,上网定价",0.340964442,14.05555556,67.16503214,2.467232943
002491.SZ,信息技术,中小企业板,否,2010/10/21 0:00,14.5,67000000,77570000,2010/9/21 0:00,华泰证券股份有限公司,"网下询价,上网定价",2.887139108,31.37931034,70.69983396,2.734679699
002492.SZ,工业,中小企业板,否,2010/11/2 0:00,16,30000000,33009600,2010/10/12 0:00,国盛证券有限责任公司,"网下询价,上网定价",-0.195886386,27.625,61.64855,2.129241705
002493.SZ,材料,中小企业板,否,2010/11/2 0:00,53.8,56000000,113161000,2010/10/12 0:00,国信证券股份有限公司,"网下询价,上网定价",5.486166008,17.56505576,77.07266741,3.150959492
002494.SZ,可选消费,中小企业板,否,2010/11/2 0:00,22,28500000,42164000,2010/10/12 0:00,华泰联合证券有限责任公司,"网下询价,上网定价",21.73144876,28.63636364,66.96125,3.108345985
002495.SZ,日常消费,中小企业板,否,2010/11/2 0:00,32,26000000,55911000,2010/10/12 0:00,国信证券股份有限公司,"网下询价,上网定价",-3.253475303,5.65625,57.26270192,1.793663144
002496.SZ,材料,中小企业板,否,2010/11/9 0:00,48.69,25000000,75356433.6,2010/10/19 0:00,平安证券股份有限公司,"网下询价,上网定价",3.501822215,29.61593756,78.2792,3.122857809
002497.SZ,材料,中小企业板,否,2010/11/9 0:00,30.5,40000000,52220000,2010/10/19 0:00,申万宏源证券有限公司,"网下询价,上网定价",-5.980980981,31.01639344,78.00843125,2.604896545
002498.SZ,工业,中小企业板,否,2010/11/9 0:00,36,50000000,125590000,2010/10/19 0:00,华泰联合证券有限责任公司,"网下询价,上网定价",13.28054299,22.77777778,81.135815,2.947706938
002499.SZ,公用事业,中小企业板,否,2010/11/9 0:00,25,19000000,29766982.85,2010/10/19 0:00,中原证券股份有限公司,"网下询价,上网定价",-17.91666667,140,89.67326974,3.711975098
002500.SZ,金融,中小企业板,否,2010/11/15 0:00,7.8,399800000,115306700,2010/10/22 0:00,"中德证券有限责任公司,中信证券股份有限公司","网下询价,上网定价",-4.973624717,70.12820513,81.10615281,3.37264061
002501.SZ,材料,中小企业板,否,2010/11/17 0:00,35,23600000,62743600,2010/10/26 0:00,平安证券股份有限公司,"网下询价,上网定价",-7.98206278,27.42857143,68.96588983,2.667083263
002502.SZ,可选消费,中小企业板,否,2010/11/17 0:00,29,22000000,30191000,2010/10/26 0:00,东海证券股份有限公司,"网下询价,上网定价",-10.63024074,27.48275862,76.42821023,2.677363634
002503.SZ,可选消费,中小企业板,否,2010/11/17 0:00,75,20000000,56861343.25,2010/10/26 0:00,华泰联合证券有限责任公司,"网下询价,上网定价",-0.456140351,14,76.69119375,2.556581974
002504.SZ,工业,中小企业板,是,2010/11/18 0:00,16,27000000,31442000,2010/10/29 0:00,东海证券股份有限公司,"网下询价,上网定价",11.73050616,82.75,78.75013889,3.567892551
002505.SZ,日常消费,中小企业板,否,2010/11/18 0:00,24,26000000,59591631.84,2010/10/29 0:00,中德证券有限责任公司,"网下询价,上网定价",-2.27664712,20.79166667,61.96191827,2.253139019
002506.SZ,信息技术,中小企业板,否,2010/11/18 0:00,36,66000000,89380000,2010/10/29 0:00,中信建投证券股份有限公司,"网下询价,上网定价",-6.04534005,32.33333333,77.43501894,2.79625535
002507.SZ,日常消费,中小企业板,否,2010/11/23 0:00,13.99,40000000,35831100,2010/11/2 0:00,招商证券股份有限公司,"网下询价,上网定价",-32.64705882,191.6368835,89.98520938,3.808598518
002508.SZ,可选消费,中小企业板,否,2010/11/23 0:00,24,40000000,57330000,2010/11/2 0:00,国信证券股份有限公司,"网下询价,上网定价",3.93258427,63.16666667,86.66463125,4.872717381
002509.SZ,工业,中小企业板,否,2010/11/23 0:00,20.19,25000000,28700000,2010/11/2 0:00,广发证券股份有限公司,"网下询价,上网定价",-18.5012285,101.584943,88.323495,3.751228571
002510.SZ,可选消费,中小企业板,否,2010/11/25 0:00,17.5,52000000,44079831.6,2010/11/5 0:00,中国中投证券有限责任公司,"网下询价,上网定价",-18.32709963,68.05714286,76.83015,2.213736534
002511.SZ,日常消费,中小企业板,否,2010/11/25 0:00,38,40000000,68280000,2010/11/5 0:00,安信证券股份有限公司,"网下询价,上网定价",-9.203575782,29.52631579,74.68055313,2.720252991
002512.SZ,可选消费,中小企业板,否,2010/12/3 0:00,26,30000000,64838464,2010/11/12 0:00,民生证券股份有限公司,"网下询价,上网定价",-14.31892143,65.46153846,80.90274167,2.639826059
002513.SZ,材料,中小企业板,否,2010/12/3 0:00,43.2,19000000,66259400,2010/11/12 0:00,东吴证券股份有限公司,"网下询价,上网定价",-12.6633328,43.49537037,81.1461498,2.719248772
002514.SZ,工业,中小企业板,否,2010/12/3 0:00,23,17000000,41676850,2010/11/12 0:00,华泰联合证券有限责任公司,"网下询价,上网定价",-11.71539961,123.0434783,86.21662748,3.273552656
002515.SZ,日常消费,中小企业板,否,2010/12/3 0:00,34,18500000,45508500,2010/11/12 0:00,国信证券股份有限公司,"网下询价,上网定价",-15.98268676,83.47058824,85.14071622,2.886921406
002516.SZ,可选消费,中小企业板,否,2010/12/7 0:00,20.1,50000000,54952800,2010/11/16 0:00,光大证券股份有限公司,"网下询价,上网定价",-2.709677419,15.67164179,67.099085,2.044655561
002517.SZ,信息技术,中小企业板,是,2010/12/7 0:00,20,22100000,33749800,2010/11/16 0:00,华泰联合证券有限责任公司,"网下询价,上网定价",20.38349312,19.95,68.72267797,3.601574183
002518.SZ,工业,中小企业板,否,2010/12/7 0:00,32.5,29000000,58871800,2010/11/16 0:00,国信证券股份有限公司,"网下询价,上网定价",-2.581995813,32.27692308,79.64052021,3.130966902
002519.SZ,可选消费,中小企业板,否,2010/12/7 0:00,36.8,17600000,45569100,2010/11/16 0:00,平安证券股份有限公司,"网下询价,上网定价",5.93220339,41.08695652,78.30890935,2.962965727
002520.SZ,工业,中小企业板,否,2010/12/10 0:00,35,16000000,55724900,2010/11/23 0:00,华泰联合证券有限责任公司,"网下询价,上网定价",2.325076054,31.48571429,76.74927344,3.154154778
002521.SZ,材料,中小企业板,否,2010/12/10 0:00,41.5,37000000,95580509.75,2010/11/23 0:00,光大证券股份有限公司,"网下询价,上网定价",-0.185270959,4.048192771,62.84913514,2.2357831
002522.SZ,材料,中小企业板,否,2010/12/10 0:00,30,26670000,43521400,2010/11/23 0:00,广发证券股份有限公司,"网下询价,上网定价",15.14360313,27.66666667,81.70369677,2.859294415
002523.SZ,工业,中小企业板,否,2010/12/10 0:00,19.5,40000000,48455003.68,2010/11/23 0:00,海通证券股份有限公司,"网下询价,上网定价",-1.351351351,13.84615385,69.3478,2.686269045
002524.SZ,公用事业,中小企业板,否,2010/12/17 0:00,15.18,22600000,25458100,2010/11/30 0:00,中国民族证券有限责任公司,"网下询价,上网定价",-22.51889169,161.5283267,90.83226519,3.634326935
002526.SZ,工业,中小企业板,否,2010/12/17 0:00,20,67000000,89515565.25,2010/11/30 0:00,中国中投证券有限责任公司,"网下询价,上网定价",-16.04295477,53.65,85.43810127,2.764035702
002527.SZ,工业,中小企业板,否,2010/12/24 0:00,16,50000000,38905054.47,2010/12/7 0:00,广发证券股份有限公司,"网下询价,上网定价",10.3631171,53.1875,83.82737,3.647602797
002528.SZ,信息技术,中小企业板,否,2010/12/24 0:00,53.8,37000000,136563900,2010/12/7 0:00,平安证券股份有限公司,"网下询价,上网定价",-11.2961999,7.118959108,64.94801215,1.785675049
002529.SZ,工业,中小企业板,否,2010/12/24 0:00,18,40000000,36414215,2010/12/7 0:00,兴业证券股份有限公司,"网下询价,上网定价",1.325352715,29.94444444,67.15761875,2.56000638
002530.SZ,信息技术,中小企业板,否,2010/12/31 0:00,12,34000000,36796486.76,2010/12/14 0:00,万联证券股份有限公司,"网下询价,上网定价",-21.81818182,83.33333333,86.33797431,3.086069584
002531.SZ,工业,中小企业板,否,2010/12/31 0:00,24.9,52000000,67971420,2010/12/14 0:00,中信证券股份有限公司,"网下询价,上网定价",-7.345971564,1.686746988,52.91563265,1.659332395
002532.SZ,工业,中小企业板,否,2010/12/31 0:00,32.88,20000000,45726400,2010/12/14 0:00,平安证券股份有限公司,"网下询价,上网定价",7.783783784,12.53041363,70.57323125,3.633869171
002533.SZ,工业,中小企业板,否,2010/12/31 0:00,33.8,35000000,77480000,2010/12/14 0:00,西部证券股份有限公司,"网下询价,上网定价",-9.23254472,2.544378698,60.08475714,1.706751585
002534.SZ,工业,中小企业板,否,2011/1/10 0:00,26,41000000,35029400,2010/12/21 0:00,国信证券股份有限公司,"网下询价,上网定价",-22.87601321,28.11538462,84.26348485,2.298354626
002535.SZ,工业,中小企业板,否,2011/1/11 0:00,25,51200000,74801297.29,2010/12/21 0:00,华泰联合证券有限责任公司,"网下询价,上网定价",-18.4255758,16.36,78.88551214,2.56143856
002536.SZ,可选消费,中小企业板,否,2011/1/11 0:00,36,24000000,46507691,2010/12/21 0:00,华龙证券股份有限公司,"网下询价,上网定价",-17.31467081,7.166666667,72.17931771,2.229681492
002537.SZ,可选消费,中小企业板,否,2011/1/10 0:00,40,25000000,59928600,2010/12/21 0:00,安信证券股份有限公司,"网下询价,上网定价",-13.33841463,-1.6,38.12790918,0.851185739
002538.SZ,材料,中小企业板,否,2011/1/18 0:00,26,38000000,48331811.59,2010/12/28 0:00,宏源证券股份有限公司,"网下询价,上网定价",0.459482038,-7.923076923,21.64391776,0.731541872
002539.SZ,材料,中小企业板,否,2011/1/18 0:00,33.88,42000000,50677500,2010/12/28 0:00,西南证券股份有限公司,"网下询价,上网定价",0.709459459,-12.63282172,25.69183631,0.804646015
002540.SZ,材料,中小企业板,否,2011/1/18 0:00,40,40000000,52774800,2010/12/28 0:00,东兴证券股份有限公司,"网下询价,上网定价",-2.31884058,-13.75,23.76316807,0.637644947
002541.SZ,工业,中小企业板,否,2011/1/18 0:00,41,34000000,64114500,2010/12/28 0:00,广发证券股份有限公司,"网下询价,上网定价",5.690420256,-6.56097561,28.92257353,1.626524448
002542.SZ,工业,中小企业板,否,2011/1/28 0:00,37,16800000,48191000,2011/1/11 0:00,海通证券股份有限公司,"网下询价,上网定价",25.11135857,-2.918918919,23.27433036,2.9708395
002543.SZ,可选消费,中小企业板,否,2011/1/28 0:00,30,50000000,78507700,2011/1/11 0:00,平安证券股份有限公司,"网下询价,上网定价",1.676774884,-6.566666667,17.992765,0.736492753
002544.SZ,信息技术,中小企业板,否,2011/1/28 0:00,28,22000000,35543400,2011/1/11 0:00,国信证券股份有限公司,"网下询价,上网定价",6.79933665,7.678571429,71.32988068,2.664640188
002545.SZ,工业,中小企业板,否,2011/2/11 0:00,39.49,43500000,76666000,2011/1/17 0:00,国金证券股份有限公司,"网下询价,上网定价",-0.024289531,4.25424158,65.92808046,2.37754631
002546.SZ,工业,中小企业板,否,2011/2/11 0:00,33.8,21000000,40404000,2011/1/17 0:00,华泰证券股份有限公司,"网下询价,上网定价",-12.15517241,37.27810651,85.86802976,3.083866358
002547.SZ,工业,中小企业板,否,2011/2/18 0:00,16,36000000,50240000,2011/1/24 0:00,平安证券股份有限公司,"网下询价,上网定价",-5.134029986,37.5625,80.37766667,2.223786354
002548.SZ,日常消费,中小企业板,否,2011/2/18 0:00,24,24000000,30576000,2011/1/24 0:00,光大证券股份有限公司,"网下询价,上网定价",-6.488413547,16.875,74.9629375,2.06883955
002549.SZ,材料,中小企业板,否,2011/2/18 0:00,25.48,20000000,28430000,2011/1/24 0:00,平安证券股份有限公司,"网下询价,上网定价",16.66666667,47.17425432,88.8885125,3.707491875
002550.SZ,医疗保健,中小企业板,否,2011/2/18 0:00,32,40000000,65045000,2011/1/24 0:00,华泰证券股份有限公司,"网下询价,上网定价",1.733809281,22.5625,80.49047188,2.573626518
002551.SZ,医疗保健,中小企业板,否,2011/2/25 0:00,46,20500000,66307108.87,2011/1/31 0:00,国信证券股份有限公司,"网下询价,上网定价",-1.733044493,30.45652174,88.50800606,2.571033478
002552.SZ,工业,中小企业板,否,2011/2/25 0:00,20,25000000,40832000,2011/1/31 0:00,国信证券股份有限公司,"网下询价,上网定价",7.162426614,27.75,80.187715,3.335096598
002553.SZ,工业,中小企业板,否,2011/2/25 0:00,17,22000000,38269300,2011/1/31 0:00,华泰证券股份有限公司,"网下询价,上网定价",30.80286169,48,86.33984091,4.959227562
002554.SZ,能源,中小企业板,否,2011/2/25 0:00,26,35000000,88270453.47,2011/1/31 0:00,南京证券股份有限公司,"网下询价,上网定价",11.49425287,10.42307692,71.831075,2.987119198
